player_id,name,team_code,team_name,position,detail_url
66614,김규성,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66614
69620,김기훈,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69620
60337,김대유,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=60337
52605,김도영,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52605
69745,김도현,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69745
56637,김민규,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56637
69627,김민수,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=69627
65769,김범수,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65769
63894,김사윤,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63894
56621,김상범,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56621
67610,김석환,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67610
78603,김선빈,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78603
51604,김선우,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51604
53637,김세일,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=53637
68928,김시훈,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68928
50613,김양수,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=50613
53619,김재현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=53619
55646,김정엽,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55646
78122,김태군,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78122
55610,김태형,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55610
69516,김현수,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69516
56664,김현수,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56664
65653,김호령,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65653
62947,나성범,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62947
55629,나연우,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=55629
54640,네일,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54640
56632,데일,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56632
50657,박민,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50657
52634,박상준,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52634
55636,박재현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55636
67609,박정우,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67609
56634,박종혁,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56634
55637,박헌,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=55637
69727,변우혁,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69727
54610,성영탁,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54610
51767,송호정,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51767
52642,신명승,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52642
77637,양현종,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=77637
55631,엄준현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=55631
50622,오규석,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=50622
69636,오선우,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69636
68614,오정환,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=68614
55633,올러,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55633
67640,유승철,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=67640
50604,유지성,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50604
52667,윤도현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52667
53613,윤영철,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53613
68619,윤중현,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68619
53615,이도현,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53615
56635,이도훈,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56635
55632,이성원,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55632
51668,이승재,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=51668
51605,이영재,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51605
51648,이의리,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51648
51602,이준범,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51602
65665,이준영,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65665
64560,이창진,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64560
60768,이태양,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=60768
62951,이형범,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=62951
55663,이호민,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55663
68504,이호연,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68504
56624,이호진,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56624
51665,장민기,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=51665
51603,장시현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51603
50641,장재혁,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50641
66609,전상현,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=66609
56627,정다훈,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56627
56645,정찬화,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=56645
50662,정해영,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50662
53659,정해원,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=53659
55926,정현창,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55926
56612,조건호,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56612
63342,조상우,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63342
66354,주효상,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66354
56633,지현,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56633
56636,차상현,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56636
56639,천정민,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56639
55628,최건희,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=55628
56647,최유찬,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=56647
65464,최정용,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65464
52639,최지민,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52639
56626,카스트로,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=56626
52628,한승연,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52628
51994,한재승,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51994
68646,한준수,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68646
56619,한준희,HT,KIA 타이거즈,타자,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=56619
61643,홍건희,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61643
55267,홍민규,HT,KIA 타이거즈,투수,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55267
